ID	# PATHWAYS CONTAINING	AVG. DIFF. EXP. CASES	DEGREE
FAM46D	0	0	1
FAM46B	0	0	1
SUSD2	0	0	2
Syp	0	0	1
SVIP	0	0	11
NR6A1	0	0	1
SPCS2	0	0	1
GSH2	0	0	1
SIPA1	0	0	2
NUPL2	0	0	2
NUPL1	0	0	1
MEGF6	0	0	1
C6orf47	0	0	2
MKI67	0	0	5
BEGAIN	0	0	17
SIPA1L3	0	0	1
RSF1	0	0	1
SIPA1L1	0	0	2
Enc1	0	0	1
NFYA	0	0	15
MTX1	0	0	1
CPSF6	0	0	13
CPSF7	0	0	7
CPSF2	0	0	2
CPSF1	0	0	5
CPSF4	0	0	1
TARBP1	0	0	1
TRPC4AP	0	0	9
TARBP2	0	0	7
EMCN	0	0	2
BAMBI	0	0	1
NUPR1	0	0	1
Katnb1	0	0	1
ZCCHC8	0	0	1
PRUNE2	0	0	2
Nup37	0	0	1
EMC4	0	0	1
HIST1H2AE	0	0	1
HIST1H2AC	0	0	1
Cyc1	0	0	1
Rtkn	0	0	2
HELZ	0	0	3
SELE	0	0	8
GLTSCR1	0	0	1
GLTSCR2	0	0	4
MESDC2	0	0	2
DIAPH1	0	0	3
DIAPH2	0	0	2
DIAPH3	0	0	1
SELP	0	0	8
CENPC1	0	0	5
SELL	0	0	10
FGFR1	0	0	12
SKIV2L	0	0	2
UL48	0	0	3
FGFR4	0	0	3
FGFR3	0	0	25
SELS	0	0	11
FGFR2	0	0	5
SELT	0	0	1
ISYNA1	0	0	1
PMCH	0	0	1
COPB2	0	0	14
ROGDI	0	0	2
COPB1	0	0	16
SPPL2A	0	0	1
HELB	0	0	3
EME1	0	0	4
UBC	14	0	453
UL30	0	0	2
ZMAT3	0	0	1
UBB	0	0	3
ZMAT5	0	0	2
UBD	0	0	4
C15orf63	0	0	1
C15orf29	0	0	2
C3orf19	0	0	1
eIF2A	0	0	1
C3orf17	0	0	2
MYRIP	0	0	1
C3orf15	0	0	3
Chd1	0	0	1
RBL1	0	0	36
RBL2	0	0	24
DAP	0	0	1
CRYGC	0	0	3
THR1	0	0	1
DNASE2	0	0	2
UCN	0	0	4
PMF1	0	0	10
NRXN2	0	0	3
NRXN1	0	0	6
GLP1R	0	0	2
NRXN3	0	0	4
ALOX12	0	0	4
C3orf26	0	0	1
EMG1	0	0	2
UL52	0	0	2
DBT	0	0	2
VprBP	0	0	7
C15orf41	0	0	1
RPS6KC1	0	0	1
LONRF2	0	0	1
LONRF1	0	0	1
Rhebl1	0	0	4
DCC	0	0	11
DCD	0	0	7
C3orf34	0	0	2
DCK	0	0	3
GSP1	0	0	1
DCN	0	0	12
TWSG1	0	0	2
ZAP70	0	0	32
HIST1H2BA	0	0	3
GAP43	0	0	2
RPS6KB2	0	0	5
RPS6KB1	0	0	27
DDIT4	0	0	1
DDIT3	0	0	20
KIAA0907	0	0	1
DCX	0	0	1
RBMX	0	0	20
HIST1H2BC	0	0	7
HIST1H2BB	0	0	1
HIST1H2BD	0	0	1
HIST1H2BO	0	0	1
HIST1H2BN	0	0	2
THRB	0	0	22
HIST1H2BK	0	0	2
THRA	1	0	33
HIST1H2BJ	0	0	1
HIST1H2BM	0	0	1
HIST1H2BL	0	0	2
Cbl	0	0	1
DDO	0	0	1
RBM4	0	0	3
RPS6KA5	0	0	6
RPS6KA4	0	0	4
RBM5	0	0	1
Igbp1	0	0	2
Atp6v0d1	0	0	1
DDT	0	0	1
Cd4	0	0	1
RPS6KA6	0	0	1
RPS6KA1	0	0	10
RPS6KA3	0	0	6
RPS6KA2	0	0	5
Tdg	0	0	1
SAP30L	0	0	6
POC1B	0	0	2
BUB3	0	0	8
RBM9	0	0	17
C15orf23	0	0	1
BUB1	0	0	5
RBM7	0	0	7
LACRT	0	0	4
Wsb1	0	0	3
MCTS1	0	0	1
DEK	0	0	11
HPCAL1	0	0	3
ZFYVE20	0	0	2
GRIN2D	0	0	2
SCAMP2	0	0	4
EML1	0	0	1
HSPE1	0	0	14
GAPVD1	0	0	1
GRIN2C	0	0	4
SCAMP1	0	0	6
EML2	0	0	1
EML3	0	0	2
HPCAL4	2	0	2
SCAMP3	0	0	5
EML4	0	0	3
DES	0	0	7
GRIN3A	0	0	2
COL1A1	0	0	16
ZFYVE16	0	0	1
CYP2C9	0	0	1
GRIN3B	0	0	2
RBP4	0	0	1
SERBP1	0	0	4
RBP1	0	0	2
RBCK1	0	0	15
TIM23	0	0	1
Rab22a	0	0	1
NGEF	0	0	2
GRID2IP	0	0	1
RSP5	0	0	5
STAU1	0	0	1
ZFYVE9	0	0	4
STAU2	0	0	2
C4BPA	0	0	1
ARAF	1	0	20
STATH	0	0	1
C22orf28	0	0	1
NXF1	0	0	10
MUC1	0	0	18
NXF2	0	0	3
NXF3	0	0	4
MUC2	0	0	1
STAT6	0	0	19
UBASH3A	0	0	7
UBASH3B	0	0	9
HES1	0	0	3
HES4	0	0	2
EXPH5	0	0	2
GBP3	0	0	1
GBP2	0	0	12
HES6	0	0	1
MUC7	0	0	3
NGFR	0	0	19
PMM1	0	0	1
EDEM1	0	0	2
NGG1	0	0	2
ACTL6A	0	0	22
EDEM2	0	0	1
LRBA	0	0	1
ACTL6B	0	0	2
VPS37B	0	0	2
VPS37C	0	0	4
Scn2a1	0	0	1
VPS37A	0	0	2
AR	2	0	138
LATS1	0	0	3
HSPG2	0	0	10
SETX	0	0	1
PRKAR1B	0	0	4
PRKAR1A	0	0	22
TGIF2LY	0	0	1
Eif4a2	0	0	1
Ube2l3	0	0	2
MDC1	1	0	21
C2	0	0	1
RBPJ	0	0	11
C3	1	1,00	10
Ar	0	0	1
HSPH1	0	0	12
Mycbp2	0	0	3
C5	0	0	6
GRIN2B	0	0	22
C6	0	0	1
GRIN2A	1	0	13
C7	0	0	3
KRTAP3-4P	0	0	1
C9	0	0	2
Gstm1	0	0	1
PRKAR2B	0	0	4
PRKAR2A	0	0	22
Morf4l1	0	0	3
LRDD	0	0	9
PTCH2	0	0	1
SIRT5	0	0	1
SIRT6	0	0	8
EMP2	0	0	1
PTCH1	0	0	1
SIRT7	0	0	7
SIRT1	0	0	27
CP	0	0	1
SIRT2	0	0	15
SIRT3	0	0	3
CS	0	0	4
GPRC5C	0	0	1
ECSIT	0	0	4
TTLL5	0	0	2
UBAP2	0	0	1
MDFI	0	0	99
ARF4	0	0	2
UL9	0	0	1
HIST2H2AA4	0	0	1
ARF5	0	0	3
HIST2H2AA3	0	0	2
ARF3	0	0	7
Pik3r1	0	0	1
ARF1	0	0	25
Ash2l	0	0	2
FPR2	0	0	1
AREG	0	0	1
Kcnd2	0	0	1
THY1	0	0	2
LRSAM1	0	0	17
RRAS2	0	0	7
SUDS3	0	0	8
STAP1	0	0	6
STAP2	0	0	1
RSU1	0	0	3
Ube2g2	0	0	1
Ube2g1	0	0	1
STAT1	0	0	44
ARG1	0	0	2
MDH2	0	0	3
STAT2	0	0	11
STAT3	0	0	60
PICK1	0	0	16
Chn1	0	0	3
STAT4	0	0	4
Kcna4	0	0	1
Chn2	0	0	1
RNASE6	0	0	1
F2	0	0	11
F3	0	0	3
HEXDC	0	0	8
HEYL	0	0	3
F5	0	0	5
SEY1	0	0	1
F7	0	0	5
F8	0	0	7
NGFRAP1	0	0	3
F9	0	0	1
RILPL2	0	0	2
DLD	0	0	1
CYP2E1	0	0	2
ARF6	0	0	24
FH	0	0	1
LAD1	0	0	1
RNASEL	0	0	1
RPLP0	0	0	4
HEXA	0	0	2
RPLP2	0	0	1
QPRT	0	0	2
RPLP1	0	0	17
UNG	0	0	2
TUBA1A	2	1,00	15
CCNDBP1	0	0	6
ERO1L	0	0	2
IKBKB	1	0	31
HLA-DMB	0	0	3
TUBA1B	0	0	6
HEY2	0	0	8
HEY1	0	0	1
SMCHD1	0	0	1
MDH1	0	0	2
GC	0	0	6
DMD	0	0	10
IKBKG	5	0	159
APPL1	0	0	10
HLA-DMA	0	0	1
IKBKE	15	1,00	27
APPL2	0	0	3
BRPF1	0	0	5
BRPF3	0	0	1
Ckm	0	0	1
PPP1R16A	0	0	12
MUL1	0	0	10
RBX1	0	0	45
TUBA4A	0	0	8
TFCP2	0	0	6
Mtch2	0	0	1
vpr	0	0	1
ZC3HC1	0	0	4
TUBGCP4	0	0	16
RIMBP2	0	0	1
TARDBP	0	0	9
MAD2L1	0	0	20
NSMAF	0	0	7
MAD2L2	0	0	9
HDDC3	0	0	1
CCNT2	1	0	5
Grb14	0	0	1
CCNT1	0	0	26
UBE2D3	0	0	86
PPP1R15A	0	0	13
UBE2D4	0	0	76
HP	0	0	1
UBE2D1	1	0	91
Grb10	0	0	1
UBE2D2	0	0	102
HR	0	0	9
TUBA3C	0	0	3
RNFT1	0	0	1
BCL2L13	0	0	1
BCL2L14	0	0	1
HPGDS	0	0	1
BCL2L11	0	0	10
BCL2L10	0	0	2
PITX1	0	0	7
NPTX1	0	0	1
PMPCB	0	0	2
PMPCA	0	0	1
NPTX2	0	0	2
PITX3	0	0	2
HLA-DOB	0	0	2
PITX2	0	0	5
Pias1	0	0	2
PMS2	0	0	40
Pias2	0	0	3
PMS1	0	0	45
Supt5h	0	0	11
IK	0	0	6
TIA1	0	0	1
TNFRSF10D	0	0	6
TNFRSF10C	0	0	4
TNFRSF10B	0	0	17
TNFRSF10A	0	0	8
MYD88	0	0	18
CDC42EP5	0	0	4
CDC42EP4	0	0	3
CDC42EP3	0	0	6
IL1RAPL1	0	0	1
MDM4	0	0	18
CDC42EP2	1	1,00	5
CDC42EP1	0	0	6
MDM2	0	0	71
PFKFB3	0	0	1
PFKFB2	0	0	2
ARL6	0	0	6
FAM13C	0	0	1
TUBGCP2	0	0	2
Cnp	0	0	1
TUBGCP3	0	0	4
DPT	0	0	1
FAM13B	0	0	3
ARL2	0	0	8
ARL3	0	0	10
ARL1	0	0	6
Melk	0	0	1
US2	0	0	1
NIPBL	0	0	1
US3	0	0	1
CPAMD8	0	0	2
EMX1	0	0	7
EMX2	0	0	3
PPP1R12A	0	0	3
DR1	0	0	5
PPP1R12B	0	0	4
SH2D3A	0	0	4
GFPT1	0	0	2
SH2D3C	0	0	4
BDNF	0	0	1
RAD23B	0	0	6
RAD23A	0	0	14
MUP1	0	0	1
BAIAP3	0	0	1
BAIAP2	1	0	13
Bcas1	0	0	1
LINGO1	0	0	3
Bcas2	0	0	1
PIK3CB	1	0	4
PIK3CA	0	0	21
FGFR1OP	0	0	2
HLA-DRA	0	0	4
Bicd2	0	0	1
PIK3C3	0	0	9
PPP1R12C	0	0	3
SHOX2	0	0	2
CNTNAP4	0	0	2
CNTNAP3	0	0	1
CNTNAP2	0	0	3
CNTNAP1	0	0	6
FBLIM1	0	0	3
SH2D2A	0	0	1
COX4I2	0	0	1
MGC21881	0	0	1
RAP1GAP	0	0	6
KAP104	0	0	3
PMVK	0	0	8
DYNC2LI1	0	0	1
UTY	0	0	3
COX4I1	0	0	2
MDN1	0	0	2
PPP1R14A	0	0	1
DSP	0	0	15
PPP1R14C	0	0	1
DST	0	0	8
VPS33B	0	0	1
TIE1	0	0	2
ARNT	0	0	20
VPS33A	0	0	4
ARO1	0	0	1
Tsn	0	0	1
SPG20	0	0	1
ADCYAP1	0	0	2
P2rx7	0	0	10
Sgce	0	0	2
DTL	0	0	6
Chuk	0	0	1
C1orf216	0	0	5
SPG21	0	0	11
EPHB6	0	0	2
NXT1	0	0	3
PPP1R13B	0	0	2
SH2D4A	0	0	6
NXT2	0	0	1
Lsp1	0	0	1
TID3	0	0	1
FURIN	0	0	4
Ube2r2	0	0	1
At5g46630	0	0	1
PIK3CD	0	0	5
HSD17B14	0	0	3
LRMP	2	1,00	2
HSD17B12	0	0	1
HSD17B10	0	0	1
Camk2g	0	0	3
PIK3CG	0	0	14
CECR2	0	0	1
Camk2d	0	0	1
Camk2a	0	0	1
PPP1R13L	0	0	3
SLITRK3	0	0	1
CECR6	0	0	1
PTPRZ1	2	1,00	8
Camk2b	0	0	1
DHX57	0	0	2
DHX58	0	0	1
PCBD2	0	0	29
EPHB1	0	0	6
Rnf14	0	0	3
EPHB3	0	0	6
CNNM3	0	0	6
PCBD1	0	0	44
EPHB2	0	0	15
CNNM4	0	0	1
EPHA5	0	0	1
EPHA8	0	0	2
EPHA7	0	0	4
DUT	0	0	2
DHX40	0	0	1
GCAT	0	0	1
UBE2L1	0	0	1
Smarce1	0	0	3
PC	0	0	2
LAP3	0	0	2
PEX11E	0	0	2
ULK2	0	0	6
ULK1	0	0	13
PEX11G	0	0	4
EPHA2	0	0	7
EPHA1	0	0	1
EPHA4	14	1,00	7
EPHA3	0	0	11
Wbp1	0	0	1
LRP2	0	0	32
LRP1	1	0	36
Wbp2	0	0	1
PEX11A	0	0	3
PEX11B	0	0	4
SWE1	0	0	1
TIFA	0	0	9
LRP6	0	0	5
LRP5	0	0	3
MST1R	0	0	8
UBE2L6	0	0	26
LRP8	0	0	16
UBE2L3	0	0	32
ARR3	0	0	14
BAIAP2L1	0	0	2
DHX30	0	0	2
UXT	0	0	7
RAB11FIP1	0	0	5
RAB11FIP2	1	0	11
DHX33	0	0	1
DHX34	0	0	1
Smarcd1	0	0	1
DHX36	0	0	7
DHX37	0	0	1
DHX38	0	0	3
Tax1bp3	0	0	1
MUSK	0	0	3
RAB11FIP3	0	0	4
CCNL2	0	0	3
ARVCF	0	0	2
N4BP3	0	0	3
RAB11FIP4	0	0	4
CCNL1	0	0	1
N4BP2	1	0	7
RAB11FIP5	0	0	5
N4BP1	0	0	2
WWTR1	0	0	6
SLC34A3	0	0	1
PIK3R1	0	0	78
BANK1	0	0	2
DHX29	0	0	2
PAXIP1	0	0	6
Gng11	0	0	1
TXNDC11	0	0	1
GCC1	0	0	9
PCBP1	0	0	4
PTTG1IP	0	0	1
GCC2	0	0	2
OSGEP	0	0	4
UBE2J1	0	0	10
TXNDC17	0	0	5
UBE2J2	0	0	4
CEP170L	0	0	10
MRPL4	0	0	2
TCL1B	0	0	2
TCL1A	0	0	5
PCBP4	0	0	1
PCBP2	0	0	8
MICAL1	0	0	7
DHX15	0	0	5
PCBP3	0	0	2
MIER1	0	0	2
RCC1	0	0	8
RCC2	0	0	2
ZBED1	0	0	12
ARSE	0	0	2
NCOA2	0	0	31
NCOA3	1	0	37
Rnf138	0	0	3
WARS	0	0	3
NCOA1	1	0	47
NCOA6	1	0	55
NCOA7	0	0	2
TNFRSF12A	0	0	2
SSSCA1	0	0	18
NCOA4	0	0	7
Rnf130	0	0	1
UBE2G2	0	0	17
CRIPT	0	0	3
KLK10	0	0	1
UBE2G1	0	0	4
MRPS7	0	0	1
MRPS6	0	0	2
ENAH	0	0	8
MRPS5	0	0	1
KLK13	0	0	2
LAT2	0	0	3
TF	0	0	9
TG	0	0	2
MRPS9	0	0	2
TH	0	0	2
P4ha2	0	0	1
ARTN	0	0	1
VSNL1	0	0	3
CCNG2	0	0	3
CCNG1	0	0	5
ANXA2P2	0	0	2
G2E3	0	0	1
CRELD1	0	0	9
SFI1	0	0	5
WAR1	0	0	1
PCSK1	0	0	2
TNFRSF11A	0	0	8
CETN1	0	0	1
CETN2	0	0	4
CETN3	0	0	5
Rnf128	0	0	1
IKBKAP	1	0	23
AATK	0	0	1
IGHMBP2	0	0	1
SUPT4H1	0	0	2
NEDD9	18	1,00	26
RTF1	0	0	4
NEDD8	0	0	34
TNFRSF11B	0	0	2
CLYBL	0	0	3
PCSK5	0	0	1
AATF	0	0	16
SOCS3	10	1,00	19
GNGT2	0	0	4
PRIC285	0	0	1
GNGT1	1	0	3
SOCS1	0	0	27
SOCS2	0	0	6
LARS	0	0	5
SCAND1	0	0	9
SOCS7	0	0	1
SOCS5	0	0	1
BCAP31	0	0	9
GCH1	0	0	2
GCGR	0	0	1
UBE2E2	0	0	31
UBE2E3	0	0	40
UBE2E1	0	0	58
Fkbp4	0	0	2
Tjp1	0	0	2
Map2k3	0	0	6
NEDD1	0	0	1
Map2k1	0	0	2
CCNE2	0	0	3
CCNE1	0	0	26
NEDD4	0	0	44
LPPR3	0	0	1
LPPR4	0	0	1
NPDC1	0	0	11
TNFRSF13C	0	0	1
TNFRSF13B	0	0	7
NUBP1	0	0	1
Rnf141	0	0	1
WASL	0	0	13
CRIP1	0	0	3
WG	0	0	1
ALS2CL	0	0	1
SAMM50	0	0	1
STBD1	0	0	3
HYAL2	0	0	1
ENC1	0	0	4
Klhl1	0	0	2
BCAP29	0	0	1
PDGFRB	0	0	30
PDGFRA	0	0	16
KLHL22	0	0	3
KLHL23	0	0	1
KLHL24	0	0	2
HUWE1	0	0	11
LAX1	0	0	2
KLHL20	1	0	10
XK	0	0	2
DKC1	0	0	5
FAM173A	0	0	9
BCCIP	0	0	9
RRBP1	0	0	1
TAF1L	0	0	2
NDRG1	0	0	3
Rgs19	0	0	1
C9orf100	0	0	2
CCND3	0	0	20
CCND2	0	0	11
TAF1C	0	0	8
CCND1	1	0	32
TAF1D	0	0	22
C11orf1	0	0	1
TAF1A	0	0	11
TAF1B	0	0	12
BANF1	0	0	48
GCKR	0	0	1
Exoc4	0	0	1
CYBA	0	0	4
DARS2	0	0	2
Exoc3	0	0	1
FAM175A	0	0	4
CCNA2	0	0	25
Dlg1	0	0	3
CCNA1	0	0	30
Dlg2	0	0	2
Dlg4	0	0	6
APPBP2	0	0	19
PROCR	0	0	2
BRP44	0	0	1
FAM175B	0	0	5
UBE2R2	0	0	6
TAF4B	0	0	1
STT3A	0	0	1
GCM1	0	0	11
VCL	0	0	18
RTKN	0	0	1
VCP	0	0	43
KLHL15	0	0	2
KLHL18	0	0	2
LGALS3BP	0	0	3
HMP19	0	0	1
KLHL12	0	0	16
KLHL13	0	0	12
GATAD1	0	0	1
CCNB3	0	0	1
CCNB2	0	0	3
CCNB1	0	0	24
EBP	0	0	1
Ubc	0	0	3
Ubb	0	0	3
Ubd	0	0	1
Ube2e3	0	0	2
SH3GL1	0	0	4
CYC1	0	0	2
SH3GL3	0	0	25
SH3GL2	0	0	20
VDR	1	0	34
GCN5	0	0	1
ECD	0	0	2
SWR1	0	0	1
Mybl2	0	0	3
ACVR2B	0	0	12
GULP1	1	1,00	1
ACVR2A	0	0	10
RCN2	0	0	2
RCN3	0	0	4
SFPQ	0	0	18
RCN1	0	0	1
SGK223	0	0	2
CYCS	0	0	11
QRICH2	0	0	6
Ucn	0	0	1
RTN3	0	0	9
EDA	0	0	1
YWHAG	1	0	101
RTN4	0	0	21
Nid1	0	0	3
RTN1	0	0	6
YWHAE	1	0	62
RTN2	0	0	1
YWHAB	0	0	70
TGFBRAP1	0	0	5
CHD8	0	0	13
PIK3R5	0	0	1
CHD7	0	0	1
PIK3R4	0	0	5
CHD6	0	0	4
PIK3R3	0	0	6
CHD4	0	0	22
PIK3R2	0	0	16
CHD3	0	0	66
CHD1	0	0	10
GTO1	0	0	1
FAM176A	0	0	2
YHB1	0	0	1
UBE2Q2	0	0	2
YWHAQ	0	0	85
UBE2Q1	0	0	3
YWHAH	0	0	33
EED	0	0	23
TAF15	0	0	12
TAF13	0	0	16
Lmx1a	0	0	1
TAF11	0	0	11
TAF12	0	0	8
TAF10	0	0	49
Rgs12	0	0	1
GLRX2	0	0	1
GLRX3	0	0	10
YWHAZ	1	0	111
PNKD	0	0	1
TBC1D4	0	0	1
TBC1D5	0	0	2
TBC1D7	0	0	4
ACIN1	0	0	5
Polk	0	0	1
Polh	0	0	1
Poli	0	0	2
YGR201C	0	0	1
MEA1	0	0	1
H2afx	0	0	3
TNKS2	0	0	6
MOBKL3	0	0	51
ACVR1B	0	0	15
EFS	0	0	8
C9orf163	0	0	1
FAM178B	0	0	1
VHL	0	0	76
UBE2NL	0	0	1
Prkaa1	0	0	1
MED1	0	0	51
CHGB	0	0	19
CHGA	0	0	1
EGF	0	0	8
MECR	0	0	6
WSB1	0	0	1
MED4	0	0	14
WSB2	0	0	1
RPL22	1	0	3
RPL21	0	0	5
RPL23	1	0	6
GTT1	0	0	1
MED9	0	0	38
Frs2	0	0	1
DKK1	0	0	3
MED6	0	0	18
MED7	0	0	26
CHFR	0	0	16
MED8	0	0	14
RNF103	0	0	11
LASS2	0	0	5
IFT88	0	0	1
ASB9	0	0	3
GCS1	0	0	1
VIM	0	0	77
RPL26	0	0	6
ASB7	0	0	2
CYP1A2	0	0	1
ASB8	0	0	3
RPL28	0	0	1
ASB6	0	0	2
ASB3	1	0	5
ALG10B	0	0	1
RPL29	0	0	5
ASB4	0	0	5
VIP	0	0	2
ASB1	0	0	2
ASB2	0	0	2
MEC1	0	0	1
Atf2	0	0	2
EHF	0	0	1
RPL11	0	0	7
MAML3	0	0	9
Polq	0	0	1
RPL10	0	0	6
MAML2	0	0	3
MAML1	0	0	8
RPL13	0	0	1
PNKP	0	0	19
RPL12	0	0	4
LOC341333	0	0	1
Dll1	0	0	1
ABAT	0	0	1
RNF114	0	0	15
RNF115	0	0	7
RPL15	0	0	1
RPL14	0	0	1
CYP1B1	0	0	1
ANKS1B	0	0	1
ANKS1A	0	0	2
RPL18	0	0	2
CSRP2BP	0	0	2
Rab33b	0	0	2
RNF111	0	0	21
GPR158	1	0	1
GPLD1	0	0	2
RPL41	0	0	1
FN3KRP	0	0	1
RPL3L	0	0	1
LOC644914	0	0	1
RPL6P1	0	0	2
PNOC	0	0	1
GPR183	0	0	1
Prkcb	0	0	1
Atf4	0	0	1
RPL31	0	0	11
RPL30	0	0	2
RPL32	0	0	1
RPL35	0	0	2
RPL34	0	0	5
NEDD4L	0	0	11
ENO1	0	0	6
A1BG	0	0	1
ENO2	0	0	16
RAPH1	0	0	2
ATXN7L3B	0	0	1
MYSM1	1	0	12
ENO3	0	0	1
TMEM189	0	0	1
GCSH	0	0	3
plk1	0	0	1
RPL37	0	0	1
ADNP2	0	0	1
RPL36	0	0	5
PNO1	0	0	5
RPL38	0	0	5
MYBL1	0	0	1
MYBL2	0	0	16
MYST4	0	0	3
MYST2	0	0	40
MYST3	0	0	8
MYST1	0	0	5
TACR3	0	0	1
TACR1	0	0	2
TACR2	1	0	2
A1CF	0	0	5
RNF146	0	0	3
CYLD	0	0	20
CCDC90B	0	0	24
GPR124	0	0	1
MEFV	0	0	2
ELL	0	0	7
ELN	0	0	10
TMEM160	0	0	6
DOM3Z	0	0	1
RNF157	0	0	1
RNF150	0	0	10
EMD	0	0	21
RNF152	0	0	3
GPRASP1	0	0	16
GPRASP2	0	0	1
EN1	0	0	2
ANKHD1-EIF4EBP3	0	0	2
Ngfrap1	0	0	2
CD180	0	0	1
EN2	0	0	1
CYP71	0	0	1
RNF125	0	0	12
ERP44	0	0	7
CLIP2	0	0	3
RNF126	0	0	6
CLIP1	0	0	5
GPR143	0	0	2
RNF128	0	0	6
ANKRD44	0	0	1
ENG	0	0	7
Hipk1	0	0	1
RNF123	0	0	3
BSCL2	0	0	5
RNF122	0	0	1
SPEF1	0	0	2
MEI4	0	0	1
ANKRD57	0	0	1
HOXD12	0	0	5
HOXD11	0	0	1
HOXD10	0	0	1
Sf3a1	0	0	1
TMSB4X	0	0	2
RNF135	0	0	1
RNF138	0	0	6
TMEM147	0	0	2
RNF139	0	0	3
ENSA	0	0	4
TMSB4Y	0	0	2
CHN2	0	0	2
CHN1	0	0	2
ANKRD55	0	0	1
RNF130	0	0	9
ANKRD52	0	0	3
LDLRAP1	0	0	4
Dmd	0	0	1
ANKRD53	0	0	1
CHML	0	0	4
GPR135	0	0	2
RNF133	0	0	2
RNF43	0	0	10
CD163	0	0	1
ANKRD28	0	0	4
Synj1	0	0	2
F11	0	0	3
F10	0	0	8
ANKRD23	0	0	2
ANKRD24	0	0	4
F12	0	0	1
ORC4L	0	0	12
EOS	0	0	1
FLJ10357	0	0	2
RNF40	0	0	6
RNF41	0	0	10
ALS2CR8	0	0	1
Map3k3	0	0	1
CNOT7	0	0	10
Map3k2	0	0	1
MELK	0	0	3
CNOT8	0	0	8
ABI3	0	0	13
CNOT1	0	0	6
CNOT2	0	0	8
ABI1	0	0	9
CNOT3	0	0	3
CNOT4	0	0	8
ABI2	0	0	14
RNF183	0	0	5
ANKRD22	0	0	1
GAPDHS	0	0	1
RNF182	0	0	1
RNF185	0	0	12
RNF186	0	0	2
NHP2	1	0	2
CD177	0	0	2
RNF32	0	0	1
RNF34	0	0	3
EPO	0	0	1
RNF38	0	0	8
ORC3L	0	0	8
HJURP	0	0	1
AIM46	0	0	1
DACH1	0	0	7
ZFP36	0	0	9
DACH2	0	0	1
RBBP5	0	0	27
RBBP6	0	0	12
RNF19B	0	0	3
RBBP4	0	0	46
GRB14	0	0	8
RNF19A	0	0	5
RBBP9	0	0	3
GRAP2	0	0	20
CHP2	0	0	5
RBBP7	0	0	29
RBBP8	0	0	19
GRB10	0	0	18
ESRRB	0	0	4
ESRRA	0	0	5
F2R	0	0	3
FAM103A1	0	0	4
ORC2L	0	0	24
ASM4	0	0	1
RNF170	0	0	1
LSM2	0	0	17
LSM1	0	0	17
KCNAB1	0	0	1
KCNAB2	0	0	2
ESRRG	0	0	5
PDCD6IP	0	0	15
LSM6	0	0	9
LSM5	0	0	4
ADRA2C	0	0	2
LSM4	0	0	17
ADRA2B	0	0	2
LSM3	0	0	12
ADRA2A	0	0	1
COASY	0	0	2
RNF168	0	0	4
LSM7	0	0	15
TADA3	0	0	18
ERG	0	0	2
EIF4G1	0	0	21
TADA1	0	0	4
RNF160	0	0	1
ERF	0	0	1
GPR108	0	0	1
ERH	0	0	16
RNF165	0	0	8
MAD1L1	0	0	11
PHPT1	0	0	2
RNF167	0	0	10
EIF4G3	0	0	6
SPERT	0	0	3
RNF166	0	0	11
EIF4G2	0	0	7
CALCOCO2	0	0	46
Ubox5	0	0	2
CALCRL	0	0	3
CALCOCO1	0	0	11
ANKRD17	0	0	2
CD151	0	0	6
ORC1L	0	0	18
RNF181	0	0	8
RNF180	0	0	2
CHRD	0	0	2
VTN	0	0	13
Pcyt1b	0	0	1
Pcyt1a	0	0	1
ESD	0	0	1
ABL2	0	0	6
ANKRD11	0	0	3
ABL1	2	0	68
MEN1	0	0	32
DNMT3A	0	0	26
TXNRD2	0	0	4
SMARCE1	0	0	33
DNMT3B	0	0	20
TXNRD1	0	0	4
ASNS	0	0	4
ELSPBP1	0	0	9
Bmpr2	0	0	2
ZFP64	0	0	11
IL3RA	0	0	2
Smarca2	0	0	1
ZG16B	0	0	1
Smarca4	0	0	1
EIF4E2	0	0	9
TRMT61B	0	0	1
ENY2	0	0	6
NLGN2	0	0	6
NLGN3	0	0	5
NLGN1	0	0	6
Shc1	0	0	1
mcm2	0	0	1
TREM1	0	0	1
ADRA1B	0	0	1
PTBP1	0	0	8
PTBP2	0	0	4
TBXA2R	0	0	3
Arhgef11	0	0	2
HIF1AN	0	0	13
PDDC1	0	0	1
WASF1	0	0	5
WASF2	0	0	2
WASF3	0	0	1
GCN1L1	0	0	20
SMARCC1	0	0	37
SMARCC2	0	0	34
RCVRN	0	0	4
RNF25	0	0	11
CHUK	1	0	39
VWF	0	0	8
RNF26	0	0	6
ORC6L	0	0	11
RANGAP1	0	0	12
RNF20	1	0	4
ASPM	0	0	3
VIPAR	0	0	1
HSP26	0	0	1
Fbxo3	0	0	6
ASPH	0	0	1
EVL	0	0	7
SNRPA1	0	0	6
UBA52	0	0	3
CBLL1	0	0	1
CD101	0	0	3
SMARCD1	0	0	23
RNF10	0	0	21
EIF4A3	0	0	4
BET1	0	0	4
SMARCD2	0	0	7
EIF4A2	0	0	27
RNF11	0	0	20
EIF4A1	0	0	14
SMARCD3	0	0	1
RNF13	0	0	7
RNF14	1	0	11
CX3CR1	0	0	1
RNF17	0	0	1
ORC5L	0	0	12
GDA1	0	0	1
Cebpb	0	0	1
SGCG	0	0	1
SGCD	0	0	1
Hdac6	0	0	1
Hdac5	0	0	1
